"Taxonomy"	"Mortierellales"	"Eurotiales"	"Hypocreales"	"Thelebolales"	"Incertae_sedis_Ascomycota"	"Pleosporales"	"Sordariales"	"Cantharellales"	"Saccharomycetales"	"Microascales"	"Chaetothyriales"	"Incertae_sedis_Sordariomycetes"	"Helotiales"	"Incertae_sedis_Dothideomycetes"	"Trichosphaeriales"	"Pezizales"	"Corticiales"	"Rhizophlyctidales"	"Incertae_sedis_Leotiomycetes"	"Amylocorticiales"	"Kickxellales"	"Ustilaginales"	"Agaricales"	"Orbiliales"	"Chytridiales"	"Sporidiobolales"	"Onygenales"	"Xylariales"	"Spizellomycetales"	"Cystofilobasidiales"	"Diversisporales"	"Mucorales"	"Glomerales"	"Tremellales"	"Capnodiales"	"Sebacinales"	"Blastocladiales"	"Polyporales"	"Russulales"	"Incertae_sedis_Fungi"	"Acarosporales"	"Erysiphales"	"Coniochaetales"	"Botryosphaeriales"	"Erythrobasidiales"	"Agaricostilbales"	"Auriculariales"	"Agyriales"	"Wallemiales"	"Chaetosphaeriales"	"Incertae_sedis_Agaricomycetes"	"Boletales"	"Magnaporthales"	"Malasseziales"	"Rhytismatales"	"Teloschistales"	"Melanosporales"	"Paraglomerales"	"Diaporthales"	"Venturiales"	"Archaeorhizomycetales"	"Trichosporonales"	"Taphrinales"	"Geastrales"	"Trechisporales"	"Cystobasidiales"	"Incertae_sedis_Eurotiomycetes"	"Hymenochaetales"	"Incertae_sedis_Exobasidiomycetes"	"Arachnomycetales"	"Archaeosporales"	"Geminibasidiales"	"Verrucariales"	"Tubeufiales"	"Rhizophydiales"	"Neocallimastigales"	"Thelephorales"	"Boliniales"	"Dothideales"	"Filobasidiales"	"Incertae_sedis_Tritirachiomycetes"	"Gloeophyllales"	"Olpidiales"	"Leotiales"	"Microthyriales"	"Lulworthiales"	"Atheliales"	"Others"
"Mo17_Z1_2"	0.118667592	0.051353227	0.194656489	0.000693963	0.316446912	0.014573213	0.095419847	0	0	0.007980569	0.000693963	0.004510756	0.002081888	0	0.000693963	0.001387925	0	0	0.001387925	0	0	0.000346981	0.002081888	0.003816794	0.001734906	0.000693963	0.000693963	0	0	0	0	0	0.000346981	0.000346981	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179042332
"Mo17_Z1_3"	0.172102706	0.120055517	0.149895906	0	0.051006246	0.0111034	0.037126995	0.000346981	0.001040944	0.050659264	0.002081888	0.005898681	0.002081888	0	0.000693963	0.000693963	0	0	0.001387925	0	0	0.001040944	0.003469813	0.000346981	0	0.004857738	0.002081888	0	0.001387925	0	0	0	0.000346981	0.000693963	0.001040944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.378556558
"LH51_Z1_1"	0.329979181	0.015961138	0.137751561	0	0.020471895	0.011797363	0.039902845	0	0.002428869	0.036086051	0.002081888	0.007980569	0.00277585	0	0.004510756	0.00277585	0	0	0.000693963	0	0	0.001387925	0.001734906	0	0.001040944	0.004163775	0.001734906	0	0.000693963	0.000693963	0	0	0	0.000693963	0.001734906	0	0	0	0	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.370229008
"LH51_Z1_2"	0.216516308	0.014226232	0.091603053	0.000693963	0.009715475	0.015267176	0.034698126	0	0.000346981	0.013879251	0.001040944	0.006939625	0.004857738	0.000346981	0.002428869	0.004857738	0	0	0.000693963	0	0	0.000693963	0.00277585	0	0.000346981	0.002428869	0.001040944	0	0.000693963	0.003816794	0.004510756	0.002428869	0.003816794	0.002428869	0.003816794	0	0.000346981	0	0	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.552047189
"LH51_Z1_3"	0.189104788	0.019430951	0.138098543	0.00277585	0.000693963	0.019083969	0.040943789	0.003122831	0	0.032269257	0.005204719	0.00832755	0.004510756	0.000693963	0.001040944	0.001040944	0	0	0.003816794	0	0.001387925	0.000693963	0.003469813	0.000693963	0	0.001040944	0.005204719	0	0.000693963	0	0	0.000346981	0	0	0.001734906	0	0	0	0	0	0	0	0.001387925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.513185288
"LH52_Z1_1"	0.082928522	0.00832755	0.053782096	0.002081888	0.000346981	0.007980569	0.011450382	0.000346981	0.059680777	0.007286607	0.005898681	0.002081888	0.001040944	0	0	0.000693963	0	0	0.002081888	0	0	0.000346981	0.002428869	0.000346981	0	0	0.000693963	0	0.000346981	0	0	0.000346981	0	0	0.001040944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.748438584
"LH52_Z1_2"	0.155447606	0.013879251	0.046842471	0	0.00832755	0.003469813	0.018390007	0	0	0.009021513	0.001387925	0.004163775	0.002081888	0	0.001040944	0.001040944	0	0	0.001040944	0	0	0.002081888	0.002428869	0	0.000346981	0.000693963	0.001387925	0	0.000693963	0	0	0	0.000346981	0	0.001040944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.724843858
"LH52_Z1_3"	0.146773074	0.14018043	0.130117974	0.001734906	0.177654407	0.013185288	0.022900763	0.001040944	0.002428869	0.012144344	0.001734906	0.009368494	0.003816794	0	0.004510756	0.000693963	0.000346981	0.000346981	0.001040944	0	0	0.000693963	0.006939625	0	0	0.001734906	0.000693963	0.009021513	0	0	0	0	0.000346981	0.000693963	0.001734906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308119362
"E8501_Z1_1"	0.060027759	0.00832755	0.03296322	0.004510756	0.001040944	0.011450382	0.026717557	0.000693963	0.000693963	0.0055517	0.000346981	0.004857738	0.00832755	0	0.004857738	0.000693963	0	0	0.001040944	0	0	0.000693963	0.001387925	0	0.000693963	0.000346981	0.001387925	0	0	0	0	0	0	0	0.001387925	0	0	0	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82130465
"E8501_Z1_2"	0.198126301	0.010409438	0.083275503	0.000693963	0.014573213	0.008674532	0.024288688	0	0.054129077	0.017349063	0.001387925	0.003816794	0.002081888	0	0.000346981	0.003816794	0	0	0.001734906	0.001387925	0	0.003816794	0.000346981	0.000346981	0.000346981	0.002081888	0.00277585	0	0	0	0	0.000346981	0	0.000346981	0.001040944	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.562109646
"E8501_Z1_3"	0.158917418	0.031575295	0.100624566	0.00277585	0.001387925	0.098542679	0.059680777	0.001387925	0	0.031575295	0.003469813	0.007633588	0.034698126	0	0.001734906	0.001734906	0	0.001734906	0.001040944	0	0	0.00277585	0.001734906	0	0.000693963	0.003122831	0.001040944	0	0.001387925	0.000693963	0	0	0.000693963	0.00832755	0.00277585	0	0	0	0	0	0.000693963	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.437196391
"LH93_Z1_1"	0.205412908	0.072866065	0.188757807	0	0.032269257	0.012491325	0.022206801	0.000693963	0	0.033657183	0.003816794	0.072519084	0.00277585	0.000693963	0.002081888	0.001387925	0	0	0.001734906	0.000693963	0.000346981	0.000693963	0.002428869	0	0.000693963	0.006592644	0.009021513	0	0	0	0.002081888	0	0.000693963	0.003469813	0.00277585	0	0	0	0	0	0	0	0.000346981	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.316446912
"LH93_Z1_2"	0.163428175	0.052394171	0.118320611	0.000693963	0.040596808	0.020818876	0.066620402	0.00277585	0.000346981	0.02185982	0.0055517	0.004510756	0.002428869	0	0	0.006592644	0	0	0.00277585	0.000693963	0	0	0.001734906	0.000346981	0.000346981	0.001040944	0.00277585	0	0.001387925	0	0.000346981	0	0.005204719	0.00277585	0.000693963	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.472241499
"LH93_Z1_3"	0.194309507	0.106523248	0.117973629	0.001734906	0.002081888	0.020471895	0.049965302	0.001734906	0	0.017002082	0.003122831	0.015267176	0.00277585	0	0.000346981	0.003816794	0	0	0.000346981	0	0	0	0.005204719	0.000346981	0.001040944	0.00277585	0.001387925	0	0.000346981	0	0.000346981	0	0.001734906	0.001387925	0.001387925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.446217904
"PHJ31_Z1_1"	0.106870229	0.018736988	0.116585704	0.020471895	0.000346981	0.018043026	0.066967384	0	0.001040944	0.009368494	0.003122831	0.024982651	0.004163775	0.000346981	0.009715475	0.003469813	0.000346981	0.000693963	0.001734906	0.000346981	0.000693963	0.000346981	0.003122831	0	0	0.001734906	0.000346981	0	0	0	0.000346981	0.000346981	0.000693963	0.001734906	0.007980569	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.574947953
"PHJ31_Z1_2"	0.118667592	0.090909091	0.286953505	0.004163775	0.019083969	0.028105482	0.027758501	0.000346981	0	0.009368494	0.004163775	0.02463567	0.006245663	0	0.001040944	0.004857738	0.001040944	0.000346981	0.002428869	0.00277585	0	0.002081888	0.003122831	0.000693963	0	0.007633588	0.001040944	0.000693963	0.000346981	0	0.000346981	0	0.005204719	0.003469813	0.001387925	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3407356
"PHJ31_Z1_3"	0.131505899	0.005898681	0.027064539	0.001734906	0.001734906	0.006939625	0.017349063	0.000693963	0	0.003469813	0.000693963	0.001734906	0.002081888	0	0.002081888	0.001734906	0	0.000346981	0.000346981	0	0	0	0.001387925	0	0	0.000693963	0.000693963	0	0.001040944	0	0	0.000346981	0	0	0.001040944	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.789035392
"PHW20_Z1_1"	0.167244969	0.051700208	0.250867453	0.000693963	0.064191534	0.048577377	0.033310201	0	0	0.009021513	0.00277585	0.006245663	0.00277585	0.000346981	0.006592644	0.009021513	0	0	0.002428869	0	0.000346981	0.018736988	0.002428869	0	0.002428869	0.019430951	0.001387925	0	0.000346981	0	0	0.000346981	0	0.000346981	0.001734906	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.296321999
"PHW20_Z1_2"	0.076335878	0.006592644	0.030534351	0.000346981	0.012838307	0.009368494	0.015267176	0.000346981	0.000346981	0.004163775	0.000346981	0.004163775	0.003816794	0	0.001387925	0.004163775	0	0	0.000346981	0	0	0.000346981	0.001040944	0	0.001040944	0.000346981	0.000346981	0.000346981	0	0.000693963	0	0	0	0	0.001040944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.824427481
"PHW20_Z1_3"	0.275156142	0.053782096	0.244274809	0.006939625	0.010756419	0.056904927	0.040943789	0.000346981	0.000346981	0.038167939	0.002081888	0.0055517	0.006592644	0.000346981	0.004510756	0.002428869	0.000693963	0.000346981	0.001734906	0	0.000346981	0.001040944	0.001387925	0.000693963	0.000346981	0.002081888	0.001734906	0	0.001040944	0	0.000693963	0.000346981	0.001734906	0.001734906	0.002081888	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232477446
"W64A_Z1_1"	0.060721721	0.014920194	0.045801527	0.00277585	0.009368494	0.018043026	0.013532269	0	0.001040944	0.009715475	0.001734906	0.001734906	0.010409438	0	0.001387925	0.003816794	0	0	0	0	0	0.000693963	0.001734906	0	0	0.001387925	0.000693963	0	0	0	0	0.000346981	0	0	0.002081888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.798056905
"W64A_Z1_2"	0.140874393	0.018736988	0.094031922	0.000693963	0.031575295	0.056904927	0.031228314	0	0.002428869	0.012838307	0.000693963	0.00277585	0.004510756	0	0.005204719	0.001387925	0	0	0.001387925	0	0	0	0.004163775	0.001040944	0.000346981	0.001040944	0.001387925	0	0.000693963	0	0.001387925	0.014920194	0.00277585	0.003122831	0.007286607	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.556210965
"W64A_Z1_3"	0.223455933	0.03018737	0.085010409	0.001387925	0.000693963	0.034004164	0.04129077	0.002428869	0	0.017002082	0.004163775	0.006939625	0.006245663	0	0.002428869	0.005204719	0	0	0.00277585	0.000693963	0	0.013185288	0.005898681	0.000346981	0.002428869	0.000693963	0.002081888	0	0.000346981	0.000346981	0	0	0.001387925	0.004857738	0.003122831	0	0	0	0	0	0.00277585	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.497571131
"LH38_Z2_1"	0.13462873	0.011450382	0.058986815	0.001387925	0.001734906	0.011797363	0.019430951	0	0.018043026	0.019083969	0.001387925	0.004510756	0.00277585	0	0.003816794	0.003122831	0	0.000693963	0.001040944	0	0	0.009021513	0.003816794	0	0	0.003469813	0.000693963	0	0	0	0.004163775	0.001387925	0	0.001734906	0.000346981	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.680777238
"LH38_Z2_2"	0.20055517	0.052047189	0.10444136	0.000346981	0.075988897	0.03573907	0.032269257	0.000346981	0.001040944	0.012491325	0.003469813	0.012144344	0.005898681	0	0.000346981	0.003816794	0	0	0.003816794	0	0	0	0.0111034	0	0.001040944	0.004163775	0.003816794	0	0.001040944	0	0.004510756	0.000346981	0.004857738	0.012838307	0.006592644	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.404233171
"LH38_Z2_3"	0.235600278	0.009368494	0.030881332	0.028105482	0.011797363	0.009368494	0.017349063	0	0.001040944	0.0055517	0.000346981	0.003122831	0.002081888	0	0.006939625	0.000346981	0	0	0.000346981	0	0	0.000693963	0.001387925	0	0	0.000346981	0	0	0.001387925	0	0.001734906	0	0.000346981	0.001040944	0.001040944	0	0	0	0	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62907703
"LH39_Z2_1"	0.099930604	0.016308119	0.092297016	0.001040944	0.001734906	0.020124913	0.022900763	0.003122831	0.000693963	0.006592644	0.003122831	0.010062457	0.0111034	0	0.007286607	0.004857738	0	0.001040944	0.001387925	0	0.000346981	0.013185288	0.002428869	0.000346981	0.000346981	0.007633588	0.002428869	0	0.003469813	0	0	0.000693963	0	0.000346981	0.00277585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000693963	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.661346287
"LH39_Z2_2"	0.069396253	0.015961138	0.045454545	0.000346981	0.004163775	0.012144344	0.015614157	0.000693963	0.002081888	0.004857738	0.001040944	0.001387925	0.012838307	0	0.001387925	0.004163775	0.000346981	0	0.00277585	0	0	0.001040944	0.001387925	0.000346981	0	0.001387925	0.001040944	0.006939625	0.001387925	0	0	0.001040944	0	0	0.003816794	0	0	0	0.000693963	0.001040944	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.784524636
"LH39_Z2_3"	0.230395559	0.047536433	0.14573213	0.002428869	0.018043026	0.012838307	0.02463567	0	0	0.018390007	0.001040944	0.014226232	0.001040944	0	0.021165857	0.001387925	0	0	0.0055517	0.001040944	0.000346981	0.0111034	0.001387925	0	0	0.001734906	0.003469813	0	0	0	0	0.000346981	0.000693963	0.002428869	0.001387925	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43129771
"78371A_Z2_1"	0.049271339	0.010409438	0.048924358	0	0.00277585	0.013879251	0.017002082	0.004857738	0.001387925	0.007633588	0.000693963	0.000346981	0.004510756	0	0.000346981	0.001734906	0	0	0.001387925	0	0.000346981	0.000693963	0.002428869	0	0.000346981	0	0.002081888	0	0.001040944	0.000693963	0	0.000346981	0	0	0.001387925	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.825121443
"78371A_Z2_2"	0.030534351	0.007980569	0.026717557	0.006245663	0.012144344	0.010756419	0.017349063	0	0.070090215	0.003469813	0.001040944	0.002081888	0.004510756	0	0.000346981	0.002081888	0	0	0	0	0	0.000346981	0.001387925	0	0.000346981	0.001040944	0.000346981	0	0.001040944	0	0.000346981	0.000346981	0.002428869	0.002081888	0.002081888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.792852186
"78371A_Z2_3"	0.084663428	0.03018737	0.043025677	0.000693963	0.004857738	0.018736988	0.034004164	0.000693963	0.001040944	0.004857738	0.001040944	0.004510756	0.0055517	0	0.001040944	0.002428869	0	0.000346981	0.000693963	0	0.001734906	0.000346981	0.003469813	0.000346981	0.000693963	0.000693963	0.000693963	0	0	0	0	0.002428869	0	0.000693963	0.011797363	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.738029146
"787_Z2_1"	0.232477446	0.010409438	0.118320611	0.002081888	0.014573213	0.06870229	0.072866065	0	0.058292852	0.011797363	0.005898681	0.004857738	0.013532269	0.000346981	0.001387925	0.004163775	0	0.005204719	0.001387925	0.011797363	0.037126995	0.006939625	0.007286607	0.001040944	0.000346981	0.003469813	0.001040944	0.000346981	0.000693963	0.000346981	0.00832755	0	0.004857738	0.001040944	0.003469813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285565579
"787_Z2_2"	0.117973629	0.105135323	0.077376822	0	0.018736988	0.049618321	0.052741152	0.015614157	0.015267176	0.007633588	0.003469813	0.006939625	0.011797363	0	0.001387925	0.019083969	0.005898681	0	0	0.000346981	0.002081888	0.001387925	0.007286607	0	0.000693963	0.005204719	0.001040944	0	0.000693963	0.000346981	0	0	0	0	0.001734906	0	0	0.000346981	0.001040944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.468424705
"787_Z2_3"	0.099930604	0.476752255	0.036433033	0.000346981	0	0.014226232	0.037473976	0.000346981	0.023594726	0.004857738	0.001734906	0.001040944	0.001040944	0	0.004163775	0	0	0	0.000346981	0	0	0.011797363	0.004857738	0.000346981	0	0.001040944	0	0	0.001734906	0	0	0.000346981	0.000346981	0	0.001387925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275850104
"IB014_Z2_1"	0.097501735	0.055517002	0.082928522	0.000693963	0	0.034004164	0.02185982	0.012838307	0.001040944	0.009021513	0.00277585	0.007633588	0.008674532	0	0.000346981	0.002081888	0.006245663	0	0.001734906	0	0.000346981	0.001387925	0.00277585	0	0	0.002081888	0.000693963	0	0	0	0	0	0.000346981	0.001040944	0.001734906	0	0	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.643997224
"IB014_Z2_2"	0.048577377	0.010756419	0.076335878	0.014920194	0.009715475	0.024288688	0.022900763	0.000346981	0.000346981	0.002428869	0.003469813	0.009715475	0.013532269	0	0.001734906	0.004163775	0	0	0.001040944	0	0	0.001734906	0.003469813	0.000346981	0	0.000693963	0	0	0	0	0	0.002081888	0.000346981	0.000346981	0.003469813	0	0	0	0	0	0	0	0	0	0	0	0.001040944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.742192922
"IB014_Z2_3"	0.113809854	0.150589868	0.181471201	0.000693963	0.022206801	0.032616239	0.026717557	0.000346981	0	0.054476058	0.002081888	0.006592644	0.003122831	0	0.001040944	0.001734906	0	0.012144344	0.001734906	0	0	0.001734906	0.002428869	0.001040944	0.001040944	0.002428869	0.001040944	0	0.000346981	0.000693963	0	0.000693963	0	0.000346981	0.003469813	0	0	0.000346981	0.000346981	0.000346981	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.371616933
"PHN11_Z2_1"	0.101318529	0.007980569	0.035392089	0.001040944	0.000693963	0.039208883	0.012491325	0	0.001387925	0.010409438	0.000693963	0.001734906	0.003469813	0	0	0.001387925	0.000346981	0.000346981	0.001387925	0	0.000346981	0.001387925	0.001387925	0	0	0.000346981	0.000693963	0	0	0	0.014226232	0.000693963	0.004163775	0.000346981	0.002081888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.754337266
"PHN11_Z2_2"	0.132893824	0.03018737	0.118667592	0.000346981	0.012491325	0.05482304	0.038861901	0	0.002081888	0.017349063	0.003122831	0.016308119	0.007980569	0	0	0.015267176	0	0.000346981	0.005204719	0	0.000346981	0.003816794	0.006939625	0	0	0.001387925	0.001734906	0.001040944	0.002081888	0	0.000346981	0	0.010062457	0.003469813	0.005204719	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.506939625
"PHN11_Z2_3"	0.301179736	0.080846634	0.146773074	0.006245663	0.034698126	0.014573213	0.029493407	0	0.000346981	0.015961138	0.003469813	0.010409438	0.009021513	0	0.003122831	0.004510756	0	0	0.001734906	0	0	0	0.004510756	0	0.000346981	0.015267176	0.001040944	0	0	0	0.002081888	0	0.00277585	0.006592644	0.001734906	0	0	0	0	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.302567661
"PHJ75_Z2_1"	0.15648855	0.031922276	0.193615545	0.001387925	0.003122831	0.022900763	0.017349063	0	0.000693963	0.026370576	0.003122831	0.004163775	0.0055517	0	0.003469813	0.006939625	0.000693963	0	0.001387925	0	0	0.004163775	0.002428869	0.000693963	0.000693963	0.006592644	0.000346981	0.000346981	0	0	0	0.000346981	0	0.000346981	0.000693963	0	0	0.000346981	0	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.503122831
"PHJ75_Z2_2"	0.097848716	0.026023595	0.090909091	0.001040944	0.003469813	0.018390007	0.060721721	0	0.000693963	0.015614157	0.001040944	0.004857738	0.003469813	0	0	0.000693963	0	0	0.001040944	0	0	0.007286607	0.00277585	0	0.000693963	0.00277585	0.000693963	0	0	0.000346981	0.001040944	0.000346981	0.00277585	0.000693963	0.001040944	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.653018737
