"Taxonomy"	"Pseudomonadales"	"Enterobacteriales"	"Xanthomonadales"	"Burkholderiales"	"Verrucomicrobiales"	"Sphingomonadales"	"Bacillales"	"Rhizobiales"	"Micrococcales"	"Rhodospirillales"	"Clostridiales"	"unidentified_Subgroup_6"	"Sphingobacteriales"	"Gemmatimonadales"	"unidentified_Blastocatellia"	"Cytophagales"	"Myxococcales"	"Acidimicrobiales"	"Rhodobacterales"	"Bacteroidales"	"SC.I.84"	"Chromatiales"	"Gaiellales"	"Planctomycetales"	"Lactobacillales"	"Micromonosporales"	"Solirubrobacterales"	"Propionibacteriales"	"Desulfurellales"	"Nitrosomonadales"	"Anaerolineales"	"Streptomycetales"	"Nitrospirales"	"Subgroup_7"	"Tepidisphaerales"	"Legionellales"	"Bifidobacteriales"	"Frankiales"	"Caulobacterales"	"Longimicrobiales"	"Flavobacteriales"	"Chloroflexales"	"Solibacterales"	"Subgroup_10"	"Chthoniobacterales"	"Erysipelotrichales"	"Desulfovibrionales"	"Opitutales"	"TRA3.20"	"JG30.KF.CM45"	"Pseudonocardiales"	"unidentified_.SCG."	"Cellvibrionales"	"Corynebacteriales"	"Coriobacteriales"	"Bdellovibrionales"	"AKYG1722"	"Campylobacterales"	"Streptosporangiales"	"Mollicutes_RF9"	"Selenomonadales"	"unidentified_OPB35_soil_group"	"Phycisphaerales"	"Rhodocyclales"	"Acidobacteriales"	"Kineosporiales"	"Pasteurellales"	"Anaeroplasmatales"	"Fimbriimonadales"	"Oligoflexales"	"unidentified_Ardenticatenia"	"Methylophilales"	"Caldilineales"	"Vibrionales"	"Gastranaerophilales"	"Herpetosiphonales"	"Alteromonadales"	"Spirochaetales"	"Euzebyales"	"Kallotenuales"	"Deferribacterales"	"Synergistales"	"unidentified_OM190"	"Chlamydiales"	"Chthonomonadales"	"unidentified_Tectomicrobia"	"NB1.j"	"Fibrobacterales"	"unidentified_TK10"	"Ardenticatenales"	"Thermoplasmatales"	"X34P16"	"C0119"	"HTA4"	"Order_II"	"Rubrobacterales"	"Rickettsiales"	"Aeromonadales"	"unidentified_Deferribacteres"	"unidentified_Saccharibacteria"	"Lineage_IIb"	"Glycomycetales"	"KI89A_clade"	"Ignavibacteriales"	"Orbales"	"CCM11a"	"SubsectionIV"	"unidentified_Gammaproteobacteria"	"Neisseriales"	"Lineage_IIa"	"Mycoplasmatales"	"Obscuribacterales"	"Petrotogales"	"unidentified_.SAGMCG.1."	"JG30.KF.AS9"	"Methanobacteriales"	"Desulfuromonadales"	"Syntrophobacterales"	"Bradymonadales"	"SubsectionIII"	"Armatimonadales"	"Methylococcales"	"Oceanospirillales"	"Deinococcales"	"B1.7BS"	"Acidiferrobacterales"	"SAR324_clade.Marine_group_B."	"mle1.8"	"unidentified_vadinHA49"	"Actinomycetales"	"Halanaerobiales"	"Lineage_IV"	"E6aD10"	"unidentified_Thaumarchaeota"	"Vampirovibrionales"	"Pla1_lineage"	"Ktedonobacterales"	"Fusobacteriales"	"Sphaerobacterales"	"MVP.88"	"Desulfobacterales"	"Parvularculales"	"FCPU453"	"TX1A.33"	"S.70"	"Catenulisporales"	"unidentified_Verrucomicrobia"	"Chlorobiales"	"unidentified_Omnitrophica"	"CPla.3_termite_group"	"Hydrogenophilales"	"Lineage_IIc"	"Haloplasmatales"	"unidentified_BRC1"	"Desulfarculales"	"Holophagales"	"PeM15"	"Thermoanaerobacterales"	"Order_III"	"unidentified_ML635J.21"	"Thiotrichales"	"EC3"	"unidentified_S085"	"Nitriliruptorales"	"Procabacteriales"	"BD72BR169"	"Acidithiobacillales"	"Methanomicrobiales"	"X35"	"unidentified_Bacteroidia"	"Victivallales"	"unidentified_Alphaproteobacteria"	"SubsectionI"	"NB1.n"	"X43F.1404R"	"unidentified_Atribacteria"	"unidentified_Holophagae"	"Limnochordales"	"Sneathiellales"	"SZB30"	"SubsectionII"	"HOC36"	"B12.WMSP1"	"Sva0485"	"M55.D21"	"Subgroup_23"	"Kosmotogales"	"Thermogemmatisporales"	"X1013.28.CG33"	"unidentified_Bathyarchaeota"	"C86"	"F9P41300.M23"	"unidentified_.DHVEG.6."	"Thermophilales"	"FS117.23B.02"	"ss1.B.07.44"	"unidentified_Deltaproteobacteria"	"DTB120"	"Sva0071"	"unidentified_KD4.96"	"Cardiobacteriales"	"Thermales"	"SHBZ1548"	"MBA03"	"E01.9C.26_marine_group"	"unidentified_Acetothermia"	"GIF9"	"Arenicellales"	"FW113"	"MSBL5"	"D8A.2"	"unidentified_WS2"	"unidentified_WCHB1.41"	"Run.SP154"	"unidentified_WWE3"	"unidentified_Betaproteobacteria"	"Salinisphaerales"	"SAR11_clade"	"unidentified_Candidatus_Roizmanbacteria"	"Caldisericales"	"unidentified_Proteobacteria"	"Halobacteriales"	"Entomoplasmatales"	"Acanthopleuribacterales"	"Elusimicrobiales"	"unidentified_Candidatus_Azambacteria"	"vadinBA26"	"Aquificales"	"B10.SB3A"	"unidentified_FBP"	"unidentified_Parcubacteria"	"Puniceicoccales"	"KD3.62"	"Others"
"787_Z1_2"	0.017444219	0.004741379	0.055983773	0.063919878	0.020436105	0.027231237	0.025291582	0.042051217	0.025976166	0.048795639	0.049404158	0.042761156	0.02913286	0.031516227	0.015225659	0.026876268	0.040491886	0.013209939	0.002484787	0.028803245	0.003372211	0.006059838	0.010205375	0.008392495	0.013729716	0.005223124	0.005197769	0.005654158	0.009710953	0.016708925	0.003942698	0.006858519	0.01229716	0.004424442	0.000963489	0.000786004	0.00025355	0.001635396	0.003993408	0.002459432	0.000342292	0.001724138	0.00594574	0.004728702	0.002725659	0.005311866	0.005628803	0.002674949	0.004208925	0.000976166	0.002560852	0.003676471	0.000836714	0.000874746	0.000798682	0.001204361	0.000190162	0.00247211	0.000735294	0.002548174	3.8e-05	0.002281947	0.001064909	0.000950811	0.001153651	0.000443712	0.000139452	0.000963489	0.000963489	0.000595842	0.000557809	0.000887424	0.000367647	0	0.000836714	0.00040568	0.00040568	0.000342292	0.000215517	0.00025355	0.000190162	0.000862069	0.000190162	0.000418357	0.000228195	0.000545132	0.000747972	0.00035497	0.000608519	0.000114097	0.000684584	0.000228195	5.07e-05	0.000139452	0.000240872	7.61e-05	0.000431034	0	0	0.00025355	0.000278905	0.000114097	0.000266227	0.000177485	0	0.000164807	0.00030426	0.00010142	7.61e-05	0.000240872	0	0.000190162	0.000291582	1.27e-05	0.000164807	2.54e-05	2.54e-05	8.87e-05	0	0.000126775	7.61e-05	0	2.54e-05	8.87e-05	1.27e-05	0.00015213	3.8e-05	0.000126775	3.8e-05	0	3.8e-05	7.61e-05	1.27e-05	0	0.00010142	5.07e-05	6.34e-05	0	1.27e-05	2.54e-05	0	5.07e-05	2.54e-05	1.27e-05	3.8e-05	0	0	1.27e-05	3.8e-05	1.27e-05	0	3.8e-05	0	5.07e-05	2.54e-05	0	0	1.27e-05	0	1.27e-05	0	0	3.8e-05	0	0	1.27e-05	0	0	2.54e-05	0	0	0	0	3.8e-05	0	0	0	0	2.54e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.192900609
"787_Z1_3"	0.031376775	0.005692191	0.045854462	0.175570487	0.019434584	0.022160243	0.025494422	0.034977181	0.009825051	0.043268256	0.07731998	0.027687627	0.017292089	0.024315416	0.011498479	0.023516734	0.03109787	0.011257606	0.001610041	0.03109787	0.002155172	1.27e-05	0.008481237	0.008303753	0.017177992	0.003283469	0.004145538	0.003651116	0.008899594	0.014997465	0.003904665	0.004766734	0.009470081	0.003815923	0.001432556	0.001128296	0.00010142	0.001521298	0.003017241	0.001838235	0.00040568	0.001090264	0.004677992	0.003131339	0.002358012	0.003511663	0.006807809	0.002801724	0.00393002	0.000671907	0.001483266	0.002003043	0.001495943	0.000469067	0.001242394	0.001381846	0.000240872	0.002408722	0.000393002	0.001825558	5.07e-05	0.002104462	0.000824037	0.001064909	0.001774848	0.000291582	6.34e-05	0.001508621	0.001052231	0.000570487	0.000431034	0.000570487	0.00025355	0	0.001369168	0.000443712	0	0.000139452	0.00020284	0.00035497	0.000278905	7.61e-05	0.00015213	0.000443712	0.000164807	0.000456389	0.000557809	0.000380325	0.000481744	0.00010142	0.00010142	8.87e-05	0.000114097	0.00020284	0.000215517	0.000114097	0.000342292	1.27e-05	0	0.000126775	0.000380325	6.34e-05	0.000367647	0.000139452	0	0.00020284	0.000139452	0.000190162	3.8e-05	0.000215517	0	0.000240872	0	0.00030426	0.000126775	5.07e-05	0.000126775	0.000164807	0	5.07e-05	0.00010142	0	3.8e-05	5.07e-05	0	0.000190162	1.27e-05	6.34e-05	1.27e-05	0	2.54e-05	0.00010142	0	0.00015213	3.8e-05	2.54e-05	5.07e-05	0	3.8e-05	2.54e-05	0	0	0	0	7.61e-05	1.27e-05	0	1.27e-05	3.8e-05	0	0	3.8e-05	0	0	1.27e-05	0	2.54e-05	0	0	0	0	1.27e-05	2.54e-05	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	2.54e-05	0	2.54e-05	0	0	2.54e-05	0	0	0	0	1.27e-05	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163628296
"IB014_Z1_1"	0.023580122	0.008138945	0.073808316	0.047958925	0.041607505	0.086004057	0.045131846	0.057302231	0.023174442	0.035839249	0.004982252	0.036904158	0.022705375	0.04339503	0.021691176	0.019929006	0.015605984	0.025507099	0.002243915	0.001774848	0.005324544	0	0.022489858	0.005502028	0.000595842	0.003220081	0.009571501	0.011143509	0.01002789	0.011777383	0.004411765	0.002903144	0.007745943	0.005349899	0.001749493	0.002205882	0.000177485	0.002522819	0.005502028	0.0024214	0.000393002	0.002155172	0.00428499	0.007352941	0.002510142	0.000532454	3.8e-05	0.000709939	0.003346856	0.000874746	0.001698783	0.001419878	0.001026876	0.000773327	2.54e-05	0.000621197	0.000139452	2.54e-05	0.00035497	5.07e-05	0.000291582	0.000595842	0.000798682	0.000266227	0.000494422	0.000215517	2.54e-05	0	0.001305781	0.000431034	0.000431034	0.000278905	0.000266227	0	0	0.001039554	0	2.54e-05	0.000240872	0.000316937	0	1.27e-05	0.000139452	0.000431034	0.000367647	0.000215517	0.000494422	0.000126775	0.000367647	0.000164807	0	7.61e-05	7.61e-05	0.000215517	0.000443712	0.00020284	0.000329615	0.000114097	0	0.000114097	0.00010142	7.61e-05	0.000380325	0.000190162	0	0.000228195	2.54e-05	6.34e-05	6.34e-05	0.000240872	0	0.00010142	0	0	0	0	3.8e-05	0.000126775	0	1.27e-05	0.000126775	0	1.27e-05	0.000139452	0	1.27e-05	8.87e-05	7.61e-05	2.54e-05	2.54e-05	2.54e-05	0	0	0	5.07e-05	3.8e-05	1.27e-05	1.27e-05	1.27e-05	7.61e-05	1.27e-05	1.27e-05	1.27e-05	0	0	0	2.54e-05	2.54e-05	0	0	2.54e-05	0	1.27e-05	0	2.54e-05	0	0	0	1.27e-05	0	0	0	3.8e-05	0	0	0	0	0	1.27e-05	0	0	1.27e-05	1.27e-05	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206161258
"IB014_Z1_2"	0.161612576	0.020854462	0.061980223	0.043280933	0.022261663	0.094295132	0.027307302	0.059470081	0.018242901	0.038197262	0.009368661	0.032657201	0.012373225	0.028004564	0.021501014	0.01053499	0.013019777	0.021627789	0.001648073	0.001990365	0.008633367	1.27e-05	0.010902637	0.005147059	0.001229716	0.003803245	0.006579615	0.00599645	0.01421146	0.007302231	0.002307302	0.003866633	0.007885396	0.004069473	0.000976166	0.005185091	0.000342292	0.001876268	0.004868154	0.001483266	0.000177485	0.000722617	0.003067951	0.005578093	0.00226927	0.000900101	1.27e-05	0.000494422	0.003283469	0.000786004	0.00231998	0.000367647	0.000773327	0.001026876	8.87e-05	0.000798682	6.34e-05	3.8e-05	0.000469067	8.87e-05	0.000139452	0.000646552	0.000291582	0.000329615	0.000760649	0.000164807	0.000215517	0	0.000862069	0.000431034	0.000342292	0.000266227	0.000215517	2.54e-05	2.54e-05	0.000329615	0	0.00010142	0.000177485	0.000278905	0	1.27e-05	0.00010142	0.000519777	0.000380325	0.00010142	0.000418357	0.000177485	0.00040568	6.34e-05	1.27e-05	3.8e-05	0.000190162	0.00015213	0.00025355	8.87e-05	0.000329615	1.27e-05	8.87e-05	7.61e-05	6.34e-05	0.000126775	0.00030426	8.87e-05	0	6.34e-05	2.54e-05	7.61e-05	5.07e-05	6.34e-05	0	0.000114097	0	0	0	0	7.61e-05	0.000126775	8.87e-05	7.61e-05	0.000114097	0	2.54e-05	2.54e-05	3.8e-05	0	3.8e-05	7.61e-05	0	7.61e-05	0	1.27e-05	0	0	6.34e-05	7.61e-05	2.54e-05	2.54e-05	2.54e-05	1.27e-05	1.27e-05	3.8e-05	0	0	0	0	1.27e-05	0	5.07e-05	1.27e-05	0	0	0	0	2.54e-05	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16854716
"IB014_Z1_3"	0.010560345	0.004716024	0.06285497	0.049328093	0.029792089	0.084482759	0.022451826	0.066176471	0.023402637	0.075456389	0.007200811	0.05201572	0.007898073	0.028448276	0.025240872	0.013717039	0.019295132	0.030273834	0.002636917	0.00176217	0.011194219	0	0.01637931	0.011574544	0.000963489	0.010091278	0.012512677	0.008950304	0.013184584	0.007783976	0.001876268	0.007657201	0.00862069	0.002751014	0.004627282	0.00247211	0.000507099	0.004310345	0.004145538	0.001331136	0.000393002	0.000811359	0.002700304	0.004652637	0.002890467	0.000456389	6.34e-05	0.000684584	0.003549696	0.001293103	0.003815923	0.000976166	0.000697262	0.002358012	0.000190162	0.001001521	7.61e-05	0.000126775	0.000532454	7.61e-05	0.000456389	0.001153651	0.000443712	0.000278905	0.000836714	0.000684584	0.000595842	0	0.000519777	0.000443712	0.000418357	0.000215517	0.00010142	0	0	0.000139452	0	8.87e-05	0.000557809	0.000177485	2.54e-05	0	0.000393002	0.000393002	0.000177485	0.000164807	0.00040568	0.000164807	0.00040568	0.000164807	5.07e-05	1.27e-05	0.000126775	0.00020284	0.000215517	0.000215517	0.000316937	0	3.8e-05	1.27e-05	0.000114097	5.07e-05	0.000240872	8.87e-05	1.27e-05	0.000114097	3.8e-05	2.54e-05	0.000177485	0.000190162	0	0.000164807	0	0	0	0	5.07e-05	0.000139452	5.07e-05	0.00010142	6.34e-05	2.54e-05	6.34e-05	0.00010142	3.8e-05	6.34e-05	0	5.07e-05	3.8e-05	1.27e-05	2.54e-05	2.54e-05	3.8e-05	2.54e-05	2.54e-05	5.07e-05	5.07e-05	0	1.27e-05	2.54e-05	0	0	3.8e-05	1.27e-05	0	0	1.27e-05	3.8e-05	0	0	0	1.27e-05	0	0	0	0	2.54e-05	0	0	2.54e-05	0	0	0	0	0	1.27e-05	0	0	1.27e-05	1.27e-05	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210889959
"PHN11_Z1_1"	0.026622718	0.009850406	0.066848377	0.061916836	0.045930527	0.086536511	0.04380071	0.069688134	0.021386917	0.048402637	0.003942698	0.030793611	0.015212982	0.03140213	0.017976673	0.022743408	0.016442698	0.030210446	0.002586207	0.001242394	0.008709432	0	0.024923935	0.006820487	0.000507099	0.002928499	0.007923428	0.009330629	0.011992901	0.009989858	0.00377789	0.003891988	0.008595335	0.004018763	0.002674949	0.002548174	7.61e-05	0.00221856	0.004817444	0.001432556	0.000342292	0.001432556	0.003460953	0.006211968	0.002307302	0.000291582	1.27e-05	0.001064909	0.003334178	0.000950811	0.001508621	0.000456389	0.002915822	0.000786004	2.54e-05	0.000862069	0.000190162	2.54e-05	0.000557809	3.8e-05	0.000126775	0.000824037	0.000773327	0.000659229	0.000519777	0.000278905	2.54e-05	0	0.000925456	0.000456389	0.000278905	0.000380325	0.00030426	0	0	0.000519777	0	5.07e-05	0.000278905	0.00025355	0	0	8.87e-05	0.000456389	0.000177485	0.000126775	0.000494422	0.000190162	0.000329615	0.000240872	0	2.54e-05	7.61e-05	0.000329615	0.000481744	0.000139452	0.00035497	6.34e-05	0	7.61e-05	0.00015213	0	0.000278905	0.000177485	3.8e-05	0.000177485	6.34e-05	0.000114097	6.34e-05	0.00015213	0	0.00010142	0	0	0	0	0.000190162	6.34e-05	1.27e-05	0.00015213	7.61e-05	0	3.8e-05	7.61e-05	0	5.07e-05	3.8e-05	6.34e-05	5.07e-05	0	3.8e-05	1.27e-05	5.07e-05	0	2.54e-05	5.07e-05	1.27e-05	0	2.54e-05	1.27e-05	1.27e-05	1.27e-05	0	2.54e-05	0	1.27e-05	2.54e-05	2.54e-05	1.27e-05	0	0	1.27e-05	0	1.27e-05	1.27e-05	0	0	0	0	0	0	0	3.8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	1.27e-05	0	0	0	0	0.189591785
"PHN11_Z1_2"	0.011308316	0.002852434	0.070195233	0.053587728	0.038869168	0.109837728	0.026267748	0.053587728	0.013805781	0.039274848	0.001508621	0.054513185	0.015022819	0.041544118	0.036409736	0.013387424	0.013983266	0.020575558	0.00186359	0.000329615	0.011460446	0	0.013919878	0.009533469	0.000291582	0.002383367	0.007568458	0.006909229	0.011916836	0.010522312	0.003866633	0.003435598	0.01043357	0.004221602	0.00584432	0.002345335	2.54e-05	0.001419878	0.004741379	0.002725659	0.000266227	0.001648073	0.00387931	0.005907708	0.004056795	0.000215517	0	0.000798682	0.005337221	0.000874746	0.00176217	0.000418357	0.000608519	0.000646552	0	0.000747972	0.000240872	1.27e-05	0.000291582	1.27e-05	3.8e-05	0.001090264	0.000786004	0.000393002	0.000570487	0.000139452	5.07e-05	0	0.000976166	0.000443712	0.000519777	0.000228195	0.000215517	0	0	0.000976166	1.27e-05	3.8e-05	0.000139452	0.000329615	0	0	0.00010142	0.000418357	0.000418357	3.8e-05	0.00030426	0.000291582	0.000684584	0.00010142	0	3.8e-05	0.00010142	0.000190162	0.000342292	0.000139452	0.000316937	1.27e-05	3.8e-05	0.000240872	7.61e-05	3.8e-05	0.000278905	0.000114097	0	8.87e-05	3.8e-05	5.07e-05	1.27e-05	0.000177485	0	0.000164807	0	0	0	0	1.27e-05	6.34e-05	2.54e-05	0.00010142	7.61e-05	1.27e-05	0	3.8e-05	2.54e-05	6.34e-05	1.27e-05	2.54e-05	7.61e-05	0	7.61e-05	3.8e-05	2.54e-05	0	0.00010142	3.8e-05	0	0	2.54e-05	2.54e-05	1.27e-05	2.54e-05	0	1.27e-05	2.54e-05	0	3.8e-05	1.27e-05	0	1.27e-05	0	2.54e-05	0	1.27e-05	2.54e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.227129817
"PHN11_Z1_3"	0.01497211	0.001457911	0.065821501	0.071146045	0.076749493	0.116163793	0.026698783	0.057378296	0.020575558	0.036992901	0.000532454	0.040390467	0.017685091	0.027446755	0.024467546	0.025735294	0.012816937	0.024391481	0.002129817	0.000114097	0.009533469	0	0.010598377	0.008899594	5.07e-05	0.005007606	0.008684077	0.007378296	0.013387424	0.005856998	0.003194726	0.002624239	0.007479716	0.003448276	0.004221602	0.001635396	0	0.002915822	0.005235801	0.000925456	0.00035497	0.001584686	0.003042596	0.006376775	0.003182049	8.87e-05	0	0.000659229	0.00448783	0.000912779	0.001749493	0.00181288	0.001052231	0.000950811	0	0.000633874	0.000164807	0	0.000456389	0	2.54e-05	0.000811359	0.000747972	0.001128296	0.000456389	0.000342292	0	0	0.000938134	0.00035497	0.000266227	0.000367647	0.00035497	0	0	0.000583164	0	1.27e-05	0.000240872	0.000177485	0	0	0.000431034	0.000240872	0.000228195	0.000114097	0.000557809	0.000126775	0.000494422	0.000139452	0	1.27e-05	8.87e-05	8.87e-05	0.00020284	0.000114097	0.000228195	3.8e-05	0	1.27e-05	7.61e-05	1.27e-05	0.000266227	3.8e-05	0	0.00010142	7.61e-05	6.34e-05	0	8.87e-05	0	0.000177485	0	0	0	0	0.00010142	0.00020284	0	0.000139452	7.61e-05	0	1.27e-05	8.87e-05	1.27e-05	3.8e-05	2.54e-05	2.54e-05	2.54e-05	0	7.61e-05	3.8e-05	1.27e-05	0	2.54e-05	5.07e-05	0	0	2.54e-05	2.54e-05	0	0	0	0	0	0	3.8e-05	0	0	2.54e-05	0	0	0	5.07e-05	1.27e-05	0	0	0	0	0	0	0	3.8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195740365
"PHJ75_Z1_1"	0.059089757	0.011904158	0.074771805	0.061853448	0.02948783	0.099518256	0.042089249	0.067469574	0.027535497	0.043078093	0.003156694	0.023744929	0.018065416	0.028917343	0.015656694	0.01678499	0.018775355	0.027459432	0.003118661	0.000900101	0.008189655	1.27e-05	0.02076572	0.00403144	0.000481744	0.003321501	0.009444726	0.01078854	0.013501521	0.008253043	0.001774848	0.004716024	0.00836714	0.004094828	0.000798682	0.00216785	8.87e-05	0.003460953	0.005793611	0.001673428	0.000532454	0.001229716	0.004069473	0.007365619	0.002484787	0.000342292	3.8e-05	0.001052231	0.003397566	0.000874746	0.00201572	0.000709939	0.003105984	0.000912779	5.07e-05	0.000963489	0.000139452	2.54e-05	0.000633874	0	0.00015213	0.000824037	0.000418357	0.000697262	0.001255071	0.000215517	0.000114097	0	0.001229716	0.000684584	0.000177485	0.000481744	0.000190162	1.27e-05	0	0.000418357	0	5.07e-05	0.00020284	0.00035497	0	0	0.000139452	0.000481744	0.000316937	0.000139452	0.000621197	0.000190162	0.000367647	8.87e-05	1.27e-05	7.61e-05	8.87e-05	0.00025355	0.000266227	0.000114097	0.000519777	6.34e-05	1.27e-05	6.34e-05	0.000139452	6.34e-05	0.000278905	0.000114097	3.8e-05	0.00015213	8.87e-05	0.000177485	0	0.000177485	0	8.87e-05	0	0	1.27e-05	0	0.00015213	0.000126775	0	5.07e-05	0.000126775	0	1.27e-05	5.07e-05	0	3.8e-05	6.34e-05	6.34e-05	3.8e-05	0	8.87e-05	2.54e-05	2.54e-05	1.27e-05	5.07e-05	1.27e-05	0.000114097	1.27e-05	1.27e-05	7.61e-05	1.27e-05	1.27e-05	0	1.27e-05	1.27e-05	6.34e-05	0	3.8e-05	0	0	0	0	0	0	2.54e-05	0	0	0	0	1.27e-05	0	0	1.27e-05	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	1.27e-05	0	0	0	0	2.54e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0.170892495
"PHJ75_Z1_2"	0.147616633	0.017279412	0.071754564	0.046602434	0.016290568	0.102281947	0.021741886	0.065225659	0.020740365	0.05015213	0.004601927	0.017938641	0.013488844	0.038894523	0.013780426	0.015998986	0.014997465	0.019840264	0.003182049	0.000938134	0.009850406	0	0.014097363	0.00408215	0.001939655	0.004006085	0.007974138	0.007365619	0.012893002	0.007847363	0.002079108	0.0038286	0.009736308	0.00393002	0.000938134	0.002966531	6.34e-05	0.002358012	0.004804767	0.002510142	0.000278905	0.001242394	0.003765213	0.004754057	0.001419878	0.000545132	2.54e-05	0.000545132	0.003891988	0.001026876	0.001787525	0.000507099	0.000938134	0.001901623	1.27e-05	0.000760649	0.000177485	6.34e-05	0.000545132	8.87e-05	8.87e-05	0.00035497	0.000494422	0.000507099	0.000684584	0.00035497	0.000114097	0	0.001102941	0.000887424	0.000329615	0.000190162	0.000190162	0	0	0.000240872	7.61e-05	3.8e-05	0.000240872	0.000126775	0	2.54e-05	5.07e-05	0.00035497	0.00010142	0.000126775	0.000431034	0.000114097	0.00035497	0.000139452	0	2.54e-05	7.61e-05	0.000329615	0.000215517	0.000164807	0.000393002	6.34e-05	7.61e-05	3.8e-05	5.07e-05	2.54e-05	0.000380325	7.61e-05	2.54e-05	0.000164807	7.61e-05	7.61e-05	7.61e-05	7.61e-05	0	5.07e-05	0	0	0	0	1.27e-05	6.34e-05	0	8.87e-05	0.000139452	0	5.07e-05	0.000126775	0	2.54e-05	5.07e-05	7.61e-05	1.27e-05	0	0.00010142	1.27e-05	1.27e-05	0	1.27e-05	2.54e-05	1.27e-05	0	0	2.54e-05	0	3.8e-05	0	0	0	2.54e-05	1.27e-05	1.27e-05	1.27e-05	2.54e-05	3.8e-05	0	0	1.27e-05	2.54e-05	0	0	2.54e-05	0	0	0	0	0	0	1.27e-05	0	3.8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	2.54e-05	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157745943
