"Taxonomy"	"Pseudomonadales"	"Enterobacteriales"	"Xanthomonadales"	"Burkholderiales"	"Verrucomicrobiales"	"Sphingomonadales"	"Bacillales"	"Rhizobiales"	"Micrococcales"	"Rhodospirillales"	"Clostridiales"	"unidentified_Subgroup_6"	"Sphingobacteriales"	"Gemmatimonadales"	"unidentified_Blastocatellia"	"Cytophagales"	"Myxococcales"	"Acidimicrobiales"	"Rhodobacterales"	"Bacteroidales"	"SC.I.84"	"Chromatiales"	"Gaiellales"	"Planctomycetales"	"Lactobacillales"	"Micromonosporales"	"Solirubrobacterales"	"Propionibacteriales"	"Desulfurellales"	"Nitrosomonadales"	"Anaerolineales"	"Streptomycetales"	"Nitrospirales"	"Subgroup_7"	"Tepidisphaerales"	"Legionellales"	"Bifidobacteriales"	"Frankiales"	"Caulobacterales"	"Longimicrobiales"	"Flavobacteriales"	"Chloroflexales"	"Solibacterales"	"Subgroup_10"	"Chthoniobacterales"	"Erysipelotrichales"	"Desulfovibrionales"	"Opitutales"	"TRA3.20"	"JG30.KF.CM45"	"Pseudonocardiales"	"unidentified_.SCG."	"Cellvibrionales"	"Corynebacteriales"	"Coriobacteriales"	"Bdellovibrionales"	"AKYG1722"	"Campylobacterales"	"Streptosporangiales"	"Mollicutes_RF9"	"Selenomonadales"	"unidentified_OPB35_soil_group"	"Phycisphaerales"	"Rhodocyclales"	"Acidobacteriales"	"Kineosporiales"	"Pasteurellales"	"Anaeroplasmatales"	"Fimbriimonadales"	"Oligoflexales"	"unidentified_Ardenticatenia"	"Methylophilales"	"Caldilineales"	"Vibrionales"	"Gastranaerophilales"	"Herpetosiphonales"	"Alteromonadales"	"Spirochaetales"	"Euzebyales"	"Kallotenuales"	"Deferribacterales"	"Synergistales"	"unidentified_OM190"	"Chlamydiales"	"Chthonomonadales"	"unidentified_Tectomicrobia"	"NB1.j"	"Fibrobacterales"	"unidentified_TK10"	"Ardenticatenales"	"Thermoplasmatales"	"X34P16"	"C0119"	"HTA4"	"Order_II"	"Rubrobacterales"	"Rickettsiales"	"Aeromonadales"	"unidentified_Deferribacteres"	"unidentified_Saccharibacteria"	"Lineage_IIb"	"Glycomycetales"	"KI89A_clade"	"Ignavibacteriales"	"Orbales"	"CCM11a"	"SubsectionIV"	"unidentified_Gammaproteobacteria"	"Neisseriales"	"Lineage_IIa"	"Mycoplasmatales"	"Obscuribacterales"	"Petrotogales"	"unidentified_.SAGMCG.1."	"JG30.KF.AS9"	"Methanobacteriales"	"Desulfuromonadales"	"Syntrophobacterales"	"Bradymonadales"	"SubsectionIII"	"Armatimonadales"	"Methylococcales"	"Oceanospirillales"	"Deinococcales"	"B1.7BS"	"Acidiferrobacterales"	"SAR324_clade.Marine_group_B."	"mle1.8"	"unidentified_vadinHA49"	"Actinomycetales"	"Halanaerobiales"	"Lineage_IV"	"E6aD10"	"unidentified_Thaumarchaeota"	"Vampirovibrionales"	"Pla1_lineage"	"Ktedonobacterales"	"Fusobacteriales"	"Sphaerobacterales"	"MVP.88"	"Desulfobacterales"	"Parvularculales"	"FCPU453"	"TX1A.33"	"S.70"	"Catenulisporales"	"unidentified_Verrucomicrobia"	"Chlorobiales"	"unidentified_Omnitrophica"	"CPla.3_termite_group"	"Hydrogenophilales"	"Lineage_IIc"	"Haloplasmatales"	"unidentified_BRC1"	"Desulfarculales"	"Holophagales"	"PeM15"	"Thermoanaerobacterales"	"Order_III"	"unidentified_ML635J.21"	"Thiotrichales"	"EC3"	"unidentified_S085"	"Nitriliruptorales"	"Procabacteriales"	"BD72BR169"	"Acidithiobacillales"	"Methanomicrobiales"	"X35"	"unidentified_Bacteroidia"	"Victivallales"	"unidentified_Alphaproteobacteria"	"SubsectionI"	"NB1.n"	"X43F.1404R"	"unidentified_Atribacteria"	"unidentified_Holophagae"	"Limnochordales"	"Sneathiellales"	"SZB30"	"SubsectionII"	"HOC36"	"B12.WMSP1"	"Sva0485"	"M55.D21"	"Subgroup_23"	"Kosmotogales"	"Thermogemmatisporales"	"X1013.28.CG33"	"unidentified_Bathyarchaeota"	"C86"	"F9P41300.M23"	"unidentified_.DHVEG.6."	"Thermophilales"	"FS117.23B.02"	"ss1.B.07.44"	"unidentified_Deltaproteobacteria"	"DTB120"	"Sva0071"	"unidentified_KD4.96"	"Cardiobacteriales"	"Thermales"	"SHBZ1548"	"MBA03"	"E01.9C.26_marine_group"	"unidentified_Acetothermia"	"GIF9"	"Arenicellales"	"FW113"	"MSBL5"	"D8A.2"	"unidentified_WS2"	"unidentified_WCHB1.41"	"Run.SP154"	"unidentified_WWE3"	"unidentified_Betaproteobacteria"	"Salinisphaerales"	"SAR11_clade"	"unidentified_Candidatus_Roizmanbacteria"	"Caldisericales"	"unidentified_Proteobacteria"	"Halobacteriales"	"Entomoplasmatales"	"Acanthopleuribacterales"	"Elusimicrobiales"	"unidentified_Candidatus_Azambacteria"	"vadinBA26"	"Aquificales"	"B10.SB3A"	"unidentified_FBP"	"unidentified_Parcubacteria"	"Puniceicoccales"	"KD3.62"	"Others"
"PHM10_Z2_2"	0.022287018	0.001521298	0.045474138	0.062461968	0.171361562	0.085801217	0.03099645	0.085141988	0.057327586	0.057200811	0.000646552	0.01703854	0.010560345	0.016125761	0.011029412	0.008848884	0.011282961	0.026584686	0.003866633	0.00010142	0.008493915	0	0.015935598	0.010154665	3.8e-05	0.009064402	0.011828093	0.016544118	0.008506592	0.003296146	0.000621197	0.006959939	0.00423428	0.001483266	0.001267748	0.001090264	0	0.005590771	0.00387931	0.000709939	0.00015213	0.000329615	0.001166329	0.002776369	0.003067951	2.54e-05	0	0.000697262	0.00216785	0.001217039	0.003562373	0.003498986	0.000342292	0.002003043	1.27e-05	0.000481744	5.07e-05	0	0.000836714	0	0	0.00035497	0.00020284	0.000139452	0.00040568	0.001064909	0	1.27e-05	0.000469067	0.000519777	8.87e-05	0.00030426	0.000139452	0	0	6.34e-05	0	0	0.000608519	0.000139452	0	0	0.00035497	0.000278905	0.00010142	5.07e-05	0.000481744	5.07e-05	0.000139452	2.54e-05	0	1.27e-05	6.34e-05	0.000126775	8.87e-05	8.87e-05	0.00025355	1.27e-05	0	3.8e-05	2.54e-05	5.07e-05	0.000190162	1.27e-05	0	7.61e-05	0.00020284	1.27e-05	0	3.8e-05	0	5.07e-05	0	0	0	0	1.27e-05	7.61e-05	0	7.61e-05	3.8e-05	0	0	6.34e-05	0	1.27e-05	5.07e-05	2.54e-05	3.8e-05	0	2.54e-05	0	7.61e-05	0	5.07e-05	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134317951
"PHM10_Z2_3"	0.060205375	0.004918864	0.061004057	0.058405172	0.09198783	0.115897566	0.029411765	0.062309838	0.02494929	0.057707911	0.006744422	0.029208925	0.011156187	0.029754057	0.016024341	0.012588742	0.011168864	0.023668864	0.002510142	0.001977688	0.009748986	1.27e-05	0.011713996	0.004880832	0.001255071	0.006034483	0.0100786	0.006947262	0.012360548	0.004297667	0.001546653	0.004589249	0.006110548	0.002358012	0.002307302	0.001584686	7.61e-05	0.003435598	0.00448783	0.000874746	6.34e-05	0.001191684	0.002789047	0.005172414	0.002332657	0.000481744	7.61e-05	0.000824037	0.004006085	0.000709939	0.002446755	0.001128296	0.000684584	0.000938134	5.07e-05	0.000646552	0.000126775	5.07e-05	0.000494422	8.87e-05	0.00020284	0.000494422	0.000494422	0.000456389	0.000456389	0.000469067	0.000240872	1.27e-05	0.000722617	0.000329615	0.000278905	0.00015213	0.000228195	0	0	0.000190162	0	7.61e-05	0.000456389	0.000164807	2.54e-05	2.54e-05	0.000380325	0.00025355	0.00030426	8.87e-05	0.00040568	8.87e-05	0.00030426	0.00025355	0	0	7.61e-05	0.000114097	0.000278905	0.000114097	0.000177485	5.07e-05	0	5.07e-05	7.61e-05	7.61e-05	0.00020284	3.8e-05	2.54e-05	3.8e-05	0	2.54e-05	8.87e-05	7.61e-05	0	7.61e-05	0	0	3.8e-05	0	3.8e-05	0.000139452	0	1.27e-05	8.87e-05	1.27e-05	2.54e-05	6.34e-05	7.61e-05	0.00010142	1.27e-05	8.87e-05	3.8e-05	0	3.8e-05	2.54e-05	7.61e-05	7.61e-05	0	2.54e-05	0	1.27e-05	0	0	1.27e-05	0	0	0	0	1.27e-05	2.54e-05	0	0	0	0	0	0	1.27e-05	0	0	0	0	3.8e-05	0	0	0	2.54e-05	1.27e-05	0	2.54e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159077079
"LH205_Z2_1"	0.016138438	0.006972617	0.069168357	0.072388438	0.068775355	0.108481237	0.046399594	0.072071501	0.030603448	0.035395538	0.004703347	0.028080629	0.020043103	0.022363083	0.021906694	0.017849899	0.015022819	0.026280426	0.002776369	0.001242394	0.009115112	1.27e-05	0.020296653	0.007733266	0.000570487	0.003752535	0.007264199	0.011853448	0.010560345	0.006186613	0.00237069	0.004449797	0.006769777	0.003600406	0.001521298	0.003638438	0.000215517	0.002953854	0.005197769	0.001432556	0.000481744	0.001166329	0.003334178	0.00635142	0.003346856	0.000456389	7.61e-05	0.001191684	0.002991886	0.001153651	0.002434077	0.000697262	0.002332657	0.000900101	3.8e-05	0.000735294	0.000164807	3.8e-05	0.000545132	5.07e-05	0.00025355	0.000570487	0.000393002	0.000431034	0.000545132	0.000329615	7.61e-05	0	0.001064909	0.000507099	0.000291582	0.000469067	0.000367647	0	0	0.000671907	0	6.34e-05	0.000278905	0.000177485	0	0	0.00020284	0.000608519	0.000190162	0.000139452	0.00035497	0.000240872	0.00030426	0.000114097	0	1.27e-05	0.000126775	0.00025355	0.000177485	0.000139452	0.000380325	5.07e-05	0	0.000114097	0.00010142	0.000114097	0.00030426	7.61e-05	3.8e-05	0.000126775	5.07e-05	0.000114097	6.34e-05	0.00015213	0	8.87e-05	0	0	0	1.27e-05	7.61e-05	0.000164807	0	5.07e-05	0.000164807	0	3.8e-05	0.000126775	1.27e-05	5.07e-05	6.34e-05	8.87e-05	3.8e-05	1.27e-05	1.27e-05	0	2.54e-05	1.27e-05	2.54e-05	2.54e-05	1.27e-05	0	0	5.07e-05	1.27e-05	0	0	1.27e-05	6.34e-05	0	2.54e-05	2.54e-05	0	0	0	0	0	0	1.27e-05	0	0	1.27e-05	2.54e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162956389
"LH205_Z2_2"	0.033455882	0.007086714	0.06658215	0.082872718	0.068242901	0.138945233	0.024543611	0.095803753	0.040796146	0.048516734	0.002256592	0.019929006	0.005337221	0.018864097	0.026521298	0.01214503	0.010218053	0.022756085	0.00211714	0.000557809	0.014731237	2.54e-05	0.01063641	0.012385903	0.00035497	0.004513185	0.006465517	0.008392495	0.009977181	0.003321501	0.000912779	0.004348377	0.004665314	0.001952333	0.001407201	0.005603448	3.8e-05	0.003055274	0.004576572	0.000456389	0.00010142	0.00035497	0.001318458	0.002827079	0.003739858	0.000266227	3.8e-05	0.000481744	0.002522819	0.001267748	0.002142495	0.001052231	0.000494422	0.001305781	0	0.000786004	0.000126775	5.07e-05	0.000709939	3.8e-05	0.000190162	0.000557809	0.000278905	0.000215517	0.000557809	0.000456389	1.27e-05	0	0.000621197	0.000494422	8.87e-05	0.000190162	0.000177485	0	0	0.00010142	1.27e-05	3.8e-05	0.000278905	0.000215517	0	0	0.000139452	0.000494422	0.000164807	5.07e-05	0.000266227	0.000114097	0.000190162	3.8e-05	0	2.54e-05	0.00010142	0.000240872	0.00010142	0.000240872	0.00015213	1.27e-05	2.54e-05	3.8e-05	3.8e-05	0.000126775	0.00020284	2.54e-05	0	6.34e-05	0.000215517	3.8e-05	0	0.00010142	0	0.00010142	0	0	0	0	2.54e-05	0.00015213	0	8.87e-05	0.000139452	1.27e-05	2.54e-05	6.34e-05	0	0	1.27e-05	8.87e-05	1.27e-05	2.54e-05	0.00010142	1.27e-05	3.8e-05	0	0.00010142	8.87e-05	0	2.54e-05	3.8e-05	0	2.54e-05	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	1.27e-05	0	0	0	1.27e-05	0	0	5.07e-05	0	0	0	0	1.27e-05	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146006592
"LH205_Z2_3"	0.049619675	0.002243915	0.059077079	0.041113083	0.116049696	0.091315923	0.019345842	0.053118661	0.021513692	0.035978702	0.000646552	0.069206389	0.008861562	0.023859026	0.041353955	0.011359026	0.008329108	0.020157201	0.00171146	0.00015213	0.007872718	0	0.008772819	0.015441176	1.27e-05	0.005730223	0.008341785	0.006579615	0.009964503	0.002662272	0.002548174	0.002484787	0.004361055	0.002243915	0.010598377	0.0024214	1.27e-05	0.002991886	0.004449797	0.000278905	7.61e-05	0.001673428	0.001698783	0.003689148	0.006528905	0.00010142	3.8e-05	0.000469067	0.003093306	0.001229716	0.00237069	0.000950811	0.000367647	0.000950811	0	0.000621197	0.000139452	1.27e-05	0.000380325	0	1.27e-05	0.000659229	0.000481744	6.34e-05	0.000393002	0.000583164	0	0	0.000760649	0.000367647	0.001445233	8.87e-05	0.000228195	0	0	0.00030426	0	0	0.00040568	0.00015213	0	0	0.00025355	0.000393002	0.00015213	0.00010142	0.000190162	7.61e-05	0.000291582	0.000164807	1.27e-05	1.27e-05	0.000190162	0.000228195	0.00025355	0.000114097	0.000190162	0	0	0.000126775	3.8e-05	0.00020284	0.000228195	3.8e-05	0	8.87e-05	8.87e-05	3.8e-05	0	6.34e-05	2.54e-05	0.000114097	0	0	0	0	1.27e-05	0.00015213	0	7.61e-05	7.61e-05	1.27e-05	0	6.34e-05	1.27e-05	0	3.8e-05	6.34e-05	5.07e-05	0	1.27e-05	1.27e-05	3.8e-05	0	8.87e-05	7.61e-05	0	0	0	0	1.27e-05	1.27e-05	0	0	0	0	1.27e-05	1.27e-05	0	2.54e-05	0	0	0	2.54e-05	0	0	1.27e-05	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.192292089
"PHW51_Z2_1"	0.082162779	0.014249493	0.062563387	0.068331643	0.128524341	0.131364097	0.023313895	0.061384381	0.026495943	0.031985294	0.003511663	0.025545132	0.010015213	0.022616633	0.024505578	0.009888438	0.008240365	0.017621704	0.001876268	0.001305781	0.01214503	1.27e-05	0.007974138	0.005324544	0.000380325	0.00216785	0.004855477	0.006021805	0.010458925	0.00589503	0.001876268	0.003144016	0.006021805	0.002345335	0.002979209	0.002129817	5.07e-05	0.001686105	0.00413286	0.000912779	0.000215517	0.000595842	0.002662272	0.004170892	0.00393002	0.000342292	2.54e-05	0.000722617	0.00438641	0.000735294	0.001394523	0.000494422	0.000760649	0.000760649	2.54e-05	0.000456389	0.000190162	5.07e-05	0.00040568	6.34e-05	0.000177485	0.000469067	0.000393002	0.000608519	0.000608519	0.000190162	2.54e-05	0	0.000684584	0.000367647	0.000215517	0.000240872	0.00010142	2.54e-05	0	0.00020284	0	5.07e-05	0.000114097	0.00025355	0	0	8.87e-05	0.000329615	0.00025355	3.8e-05	0.000278905	5.07e-05	0.000316937	0.000126775	0	3.8e-05	8.87e-05	0.000190162	0.00015213	5.07e-05	0.00015213	7.61e-05	3.8e-05	6.34e-05	6.34e-05	3.8e-05	0.000164807	2.54e-05	0	0.000139452	5.07e-05	3.8e-05	2.54e-05	8.87e-05	0	3.8e-05	0	0	0	0	5.07e-05	5.07e-05	2.54e-05	6.34e-05	8.87e-05	1.27e-05	3.8e-05	2.54e-05	2.54e-05	2.54e-05	3.8e-05	7.61e-05	3.8e-05	0	1.27e-05	0	3.8e-05	0	0	6.34e-05	0	1.27e-05	0	0	2.54e-05	1.27e-05	0	0	1.27e-05	1.27e-05	0	2.54e-05	0	2.54e-05	1.27e-05	1.27e-05	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132986815
"PHW51_Z2_2"	0.017292089	0.004006085	0.04622211	0.093014706	0.093116126	0.10811359	0.026153651	0.112030933	0.054170892	0.05831643	0.000988844	0.019967039	0.008240365	0.017786511	0.014376268	0.012056288	0.011409736	0.02903144	0.003105984	0.000164807	0.008924949	0	0.014604462	0.010712475	0.000177485	0.009888438	0.010205375	0.010306795	0.011206897	0.002535497	0.001153651	0.008329108	0.00408215	0.001470588	0.001546653	0.005958418	2.54e-05	0.005540061	0.004716024	0.000393002	0.000190162	0.000532454	0.001419878	0.002814402	0.003815923	0.000114097	0	0.000709939	0.002725659	0.001077586	0.00448783	0.002193205	0.000342292	0.001533976	0	0.000481744	0.000164807	0	0.000722617	3.8e-05	1.27e-05	0.000291582	0.000190162	5.07e-05	0.000431034	0.000735294	3.8e-05	0	0.000583164	0.000507099	8.87e-05	0.00020284	0.00015213	0	0	2.54e-05	0	0	0.000367647	0.000240872	0	0	0.000278905	0.000380325	6.34e-05	3.8e-05	0.00025355	6.34e-05	0.000126775	5.07e-05	0	0	0.000177485	0.000240872	7.61e-05	0.000240872	0.000215517	1.27e-05	0	3.8e-05	1.27e-05	0.00010142	0.000177485	6.34e-05	0	5.07e-05	0.00010142	0	0	3.8e-05	1.27e-05	7.61e-05	0	0	0	0	0	7.61e-05	0	0.000126775	3.8e-05	0	0	3.8e-05	0	3.8e-05	0	1.27e-05	1.27e-05	0	3.8e-05	0	0.000139452	0	1.27e-05	5.07e-05	0	2.54e-05	2.54e-05	0	1.27e-05	0	1.27e-05	0	0	0	0	0	0	0	2.54e-05	1.27e-05	2.54e-05	0	2.54e-05	0	2.54e-05	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.54e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127674949
"PHW51_Z2_3"	0.067723124	0.018889452	0.062525355	0.057606491	0.052598884	0.126787525	0.025025355	0.048415314	0.021640467	0.051546653	0.006909229	0.040491886	0.014528398	0.031668357	0.022236308	0.012309838	0.011016734	0.020347363	0.00216785	0.00221856	0.008760142	0	0.009229209	0.004969574	0.014452333	0.004297667	0.007986815	0.006326065	0.011308316	0.005768256	0.00201572	0.003346856	0.00655426	0.003169371	0.002636917	0.001673428	0.000126775	0.002535497	0.004716024	0.001166329	0.000164807	0.000887424	0.003448276	0.005958418	0.002852434	0.000621197	0.00010142	0.000824037	0.00423428	0.000786004	0.002383367	0.000431034	0.000608519	0.000735294	8.87e-05	0.000621197	0.00010142	8.87e-05	0.00030426	0.000164807	0.000164807	0.000545132	0.000583164	0.00035497	0.000709939	0.000266227	0.000190162	0	0.000773327	0.000316937	0.000329615	0.000240872	0.00020284	0	0	0.00035497	2.54e-05	0.000114097	0.000329615	0.000215517	0	0	0.000266227	0.000278905	0.000342292	7.61e-05	0.000431034	0.000139452	0.000316937	0.000215517	0	0	7.61e-05	0.000126775	0.000291582	5.07e-05	0.00020284	1.27e-05	2.54e-05	7.61e-05	8.87e-05	3.8e-05	0.000266227	6.34e-05	0	0.000126775	0	2.54e-05	0.00010142	0.000139452	0	3.8e-05	0	0	0	2.54e-05	0	2.54e-05	0	5.07e-05	5.07e-05	0	5.07e-05	8.87e-05	1.27e-05	6.34e-05	1.27e-05	0.000126775	2.54e-05	1.27e-05	2.54e-05	1.27e-05	2.54e-05	0.000139452	3.8e-05	2.54e-05	0	1.27e-05	1.27e-05	2.54e-05	1.27e-05	0	0	1.27e-05	5.07e-05	0	1.27e-05	0	0	1.27e-05	1.27e-05	0	2.54e-05	0	1.27e-05	1.27e-05	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166290568
"B73_Z2_1"	0.012284483	0.006211968	0.073275862	0.087461968	0.058392495	0.145296653	0.022274341	0.09168357	0.031592292	0.042938641	0.007086714	0.016417343	0.014160751	0.024188641	0.019244422	0.016949797	0.012728195	0.028739858	0.002789047	0.002003043	0.014110041	0	0.016823022	0.005362576	0.000583164	0.004475152	0.008430527	0.009571501	0.011853448	0.005058316	0.00196501	0.00387931	0.006617647	0.003739858	0.001533976	0.002877789	0.00015213	0.003156694	0.006135903	0.001280426	0.000228195	0.001445233	0.002928499	0.005552738	0.003029919	0.000431034	5.07e-05	0.000773327	0.003093306	0.000976166	0.00247211	0.000291582	0.000963489	0.001039554	1.27e-05	0.000887424	0.000266227	3.8e-05	0.000747972	5.07e-05	0.000469067	0.000342292	0.000367647	0.000177485	0.000481744	0.000240872	0.000139452	0	0.001217039	0.000469067	0.000240872	0.000228195	0.000329615	1.27e-05	0	0.000342292	0	0.000114097	0.00025355	0.000266227	0	0	0.000215517	0.00030426	0.000240872	0.000164807	0.00025355	0.000139452	0.00020284	0.00025355	0	2.54e-05	8.87e-05	0.00015213	0.000329615	0.000139452	0.000418357	3.8e-05	0	6.34e-05	8.87e-05	2.54e-05	0.000266227	5.07e-05	0	0.000114097	0	7.61e-05	0	6.34e-05	0	8.87e-05	0	0	0	0	6.34e-05	0.00015213	0	5.07e-05	8.87e-05	0	1.27e-05	0.00010142	0	7.61e-05	3.8e-05	2.54e-05	2.54e-05	0	0	1.27e-05	2.54e-05	0	6.34e-05	2.54e-05	0	0	5.07e-05	0	0	2.54e-05	0	2.54e-05	0	0	1.27e-05	0	0	1.27e-05	2.54e-05	0	0	0	2.54e-05	0	0	0	0	2.54e-05	0	0	1.27e-05	0	0	2.54e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140884888
"B73_Z2_2"	0.03785497	0.00171146	0.039553753	0.18765213	0.040656694	0.104018763	0.041556795	0.051064909	0.036954868	0.052345335	0.001267748	0.032162779	0.009026369	0.016037018	0.017786511	0.009787018	0.008493915	0.023427992	0.002674949	0.000126775	0.009609533	0	0.015035497	0.011295639	6.34e-05	0.005578093	0.013907201	0.01048428	0.008443205	0.002649594	0.002459432	0.003993408	0.003676471	0.001686105	0.00448783	0.001838235	1.27e-05	0.007555781	0.003511663	0.000456389	0.000545132	0.000988844	0.001724138	0.003093306	0.003042596	3.8e-05	0	0.000570487	0.002953854	0.001533976	0.003790568	0.000608519	0.00030426	0.001457911	0	0.000735294	0.000190162	3.8e-05	0.000811359	1.27e-05	2.54e-05	0.000519777	0.00025355	1.27e-05	0.000494422	0.001217039	0	0	0.000747972	0.00040568	0.000240872	0.000215517	0.00040568	0	0	0.000126775	0	0	0.000697262	0.000342292	0	0	0.000329615	0.000443712	0.000329615	0.000139452	0.00020284	7.61e-05	0.000393002	0.000114097	0	0	0.00015213	0.00010142	0.000177485	0.000240872	0.00015213	0	1.27e-05	1.27e-05	1.27e-05	7.61e-05	0.000126775	0	0	2.54e-05	8.87e-05	2.54e-05	1.27e-05	0	8.87e-05	5.07e-05	0	0	0	0	0	0.000126775	0	0.000164807	5.07e-05	0	0	0.000177485	0	5.07e-05	2.54e-05	2.54e-05	1.27e-05	0	3.8e-05	0	3.8e-05	0	2.54e-05	3.8e-05	0	0	3.8e-05	2.54e-05	0	0	0	2.54e-05	0	0	0	0	0	1.27e-05	0	0	0	0	1.27e-05	0	2.54e-05	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146640467
"B73_Z2_3"	0.014629817	0.004411765	0.057644523	0.065225659	0.071982759	0.141265213	0.054994929	0.07273073	0.028017241	0.061156187	0.007454361	0.029018763	0.010256085	0.020017748	0.019016227	0.009977181	0.015377789	0.023402637	0.003575051	0.002243915	0.010218053	0	0.012335193	0.005375254	0.001128296	0.007669878	0.012614097	0.008798174	0.010015213	0.003714503	0.001787525	0.005768256	0.005717546	0.0024214	0.001407201	0.001597363	8.87e-05	0.005971095	0.005654158	0.000621197	0.000139452	0.000608519	0.002396045	0.004475152	0.003080629	0.000570487	3.8e-05	0.000786004	0.003296146	0.001166329	0.00443712	0.000164807	0.000659229	0.001280426	0	0.000773327	0.000291582	6.34e-05	0.000646552	0.00010142	0.000215517	0.00035497	0.000215517	0.000329615	0.000633874	0.000773327	0.000114097	0	0.000697262	0.000494422	0.00030426	0.000190162	0.000278905	0	0	0.000164807	0	0.00010142	0.000659229	0.000316937	0	0	0.000342292	0.000266227	0.00020284	0.000228195	0.000507099	5.07e-05	0.000367647	0.000126775	0	0	0.000126775	0.00020284	0.00020284	0.000114097	0.000177485	5.07e-05	2.54e-05	5.07e-05	6.34e-05	6.34e-05	0.000228195	2.54e-05	0	3.8e-05	2.54e-05	3.8e-05	1.27e-05	0.000114097	0	6.34e-05	0	0	0	0	6.34e-05	0.000126775	0	0.00015213	3.8e-05	0	1.27e-05	6.34e-05	0	7.61e-05	2.54e-05	6.34e-05	2.54e-05	0	2.54e-05	0	2.54e-05	0	6.34e-05	2.54e-05	0	0	3.8e-05	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	2.54e-05	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149290061
